30.915428529605503, 15.184933762716838
31.91351643123765, 21.639281270584796
32.92766046988216, 14.201859035350957
33.93540035131377, 12.30531362072751
34.92927980677743, 22.400808753568036
35.97183085705922, 20.385640049769453
36.97266339749689, 24.4653260630901
37.898384322623144, 33.531581643855674
38.89660945619556, 39.86719607699627
39.93051489423991, 45.33221108102175
40.907194613188906, 40.308918246358786
41.9126015516358, 40.43083510210057
42.944951694357016, 47.241491619702856
43.927761106638364, 36.91478811388422
44.963313327966034, 40.9550062211813
